doc_title,chunk_id,T0,T1,T2,T3,T4
MOTHER HOLLE,12,0.012068817576938316,0.011882395720390085,0.28023549287322896,0.6839813141128793,0.011831979716563239
MOTHER HOLLE,13,0.008632327014259148,0.008404473490003065,0.008457001784231487,0.9661277500659945,0.008378447645511747
MOTHER HOLLE,14,0.009815724161120962,0.009710088092990586,0.1277299632650912,0.8429563988300619,0.009787825650735332
MOTHER HOLLE,15,0.00846962358867257,0.00851857037480609,0.3759314579275712,0.5986739957037788,0.008406352405171482
MOTHER HOLLE,16,0.011514901691524106,0.011349582047504133,0.49924364779606645,0.4667007013916655,0.011191167073239803
MOTHER HOLLE,17,0.010298806549375542,0.010275447879434345,0.010217286956161817,0.9591731828565639,0.010035275758464348
MOTHER HOLLE,18,0.008877711769744176,0.008790739006453944,0.008868340088656841,0.9646574874466823,0.008805721688462715
MOTHER HOLLE,19,0.009877066382373654,0.009785058113913859,0.00999743021983516,0.9607092888743402,0.00963115640953721
MOTHER HOLLE,20,0.04151535898218277,0.04096023432754684,0.040615406632590244,0.8367721573016155,0.04013684275606462
OLD SULTAN,0,0.4765872079852912,0.007859678023296205,0.20853496348774395,0.29923916760075675,0.00777898290291204
OLD SULTAN,1,0.27861790635246486,0.008175213811669694,0.07060576405673513,0.6344854710905965,0.0081156446885339
